society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,pooja room,store room,study room,others,furniture_labels,luxury_score,latitude,longitude
bestech park view sanskruti,flat,sector 92,1.6,7547.0,3,3,3,8.0,relatively new,1765.0,1,0,0,0,0,2,45,28.4079,76.9153
smart world orchard,flat,sector 61,2.0,12911.0,3,3,2,8.0,new property,1721.0,0,0,0,0,1,0,52,28.405,77.0963
godrej,flat,sector 79,1.35,8970.0,3,3,2,8.0,relatively new,1362.0,0,0,0,0,0,0,96,28.3624,76.9787
independent,house,sector 14,3.5,18088.0,6,4,2,2.0,old property,1934.98,0,0,0,0,1,2,27,28.4711,77.0454
smart world gems,flat,sector 89,0.88,7963.0,2,2,3,2.0,new property,1228.0,0,0,0,1,0,0,35,28.4253,76.9439
vatika the seven lamps,flat,sector 82,0.81,6192.0,2,2,2,8.0,relatively new,1176.0,0,0,0,0,0,2,88,28.3935,76.96
spaze privy,house,sector 72,3.1,8486.0,5,5,3+,21.0,relatively new,3653.0,0,0,0,0,0,0,0,28.4225,77.0211
independent,house,sector 6,0.75,10518.0,2,4,1,3.0,moderately new,713.0,0,0,0,0,0,0,38,28.4745,77.0262
dlf new town heights,house,sector 86,2.47,7718.0,4,4,3+,2.0,moderately new,2800.0,1,1,0,0,0,2,92,28.3986,76.9384
experion the heartsong,flat,sector 108,2.28,8204.0,4,5,3+,10.0,relatively new,2515.0,0,0,0,0,0,0,72,28.5134,76.983
ss the leaf,flat,sector 85,1.14,6951.0,2,2,3,6.0,relatively new,1484.0,0,0,0,0,0,0,80,28.4042,76.9513
sector 14 rwa,house,sector 14,5.51,16990.0,3,3,2,4.0,moderately new,3249.0,0,0,0,0,0,0,14,28.4711,77.0454
independent,house,sector 50,13.2,27155.0,6,6,0,2.0,relatively new,4861.0,0,0,0,0,0,0,0,28.4178,77.0628
adani m2k oyster grande,flat,sector 102,1.9,9105.0,3,4,3,6.0,relatively new,1710.0,1,0,0,0,0,0,127,28.475,76.9715
"m m residency, krishna colony, gurgaon",flat,sector 7,0.54,5888.0,2,2,1,6.0,relatively new,1000.0,0,0,0,0,0,0,61,28.4644,77.0143
unitech uniworld resorts,house,sector 33,10.0,20202.0,5,6,3,4.0,new property,4950.0,1,0,0,1,0,0,21,28.442,77.0207
maruti kunj,flat,sector 11,0.8,5161.0,3,2,No,8.0,old property,1403.0,0,0,0,0,0,0,8,28.4531,77.0202
suncity avenue 76,flat,sector 76,0.55,7422.0,2,2,2,4.0,under construction,823.0,0,0,0,0,0,0,21,28.3935,76.9888
tata primanti,flat,sector 72,4.0,13769.0,4,5,3+,6.0,relatively new,2800.0,1,0,0,0,0,2,127,28.4225,77.0211
m3m merlin,flat,sector 67,2.8,13678.0,3,3,3,8.0,moderately new,2047.08,1,0,0,0,0,1,21,28.3859,77.0608
ramprastha the edge towers,flat,sector 37d,0.71,5420.0,2,2,3,8.0,new property,1100.0,0,0,0,0,1,0,30,28.4478,76.9703
vipul tatvam villa,house,sector 48,22.0,26667.0,5,6,3,3.0,moderately new,9000.0,1,0,0,0,0,0,37,28.4177,77.0359
dlf the skycourt,flat,sector 86,1.55,8035.0,3,3,3+,12.0,relatively new,1500.0,0,0,0,0,1,1,128,28.3986,76.9384
godrej frontier,flat,sector 80,1.1,5705.0,3,3,3,10.0,moderately new,1580.0,1,0,0,0,0,0,82,28.3659,76.9557
supertech hues,flat,sector 68,0.9,7627.0,2,2,2,16.0,new property,1311.0,0,0,0,0,0,0,35,28.3853,77.0484
project mianwali colony,house,sector 12,2.0,14815.0,5,5,2,3.0,relatively new,1350.0,0,0,0,0,0,0,0,28.4723,77.032
emaar palm gardens,flat,sector 83,1.38,8023.0,3,3,3,6.0,relatively new,1350.0,1,0,0,0,0,2,8,28.3986,76.9647
pareena mi casa,flat,sector 68,1.1,9020.0,2,2,3,8.0,new property,1244.0,0,0,0,0,0,0,84,28.3853,77.0484
belgravia resort residences,flat,sector 48,3.45,18459.0,3,3,3,8.0,relatively new,1869.01,0,0,0,0,0,0,0,28.4177,77.0359
international city by sobha phase 2,house,sector 109,7.0,12963.0,4,4,3+,2.0,relatively new,5400.0,0,0,0,0,0,2,78,28.5073,77.0089
sare crescent parc,flat,sector 92,0.87,4971.0,4,4,2,2.0,moderately new,1584.0,0,0,1,0,0,1,98,28.4079,76.9153
dlf new town heights,flat,sector 90,1.65,6979.0,4,4,3+,10.0,moderately new,2139.0,1,0,0,0,0,2,113,28.4085,76.9369
emaar mgf emerald floors premier,flat,sector 65,2.35,14242.0,3,3,3,2.0,relatively new,1493.0,1,0,0,1,0,2,130,28.403,77.069
signature global city 37d ph 2,flat,sector 37d,1.36,8846.0,3,3,3,12.0,relatively new,1535.0,0,1,0,0,1,0,28,28.4478,76.9703
dlf the ultima,flat,sector 81,2.29,10928.0,3,4,3+,8.0,relatively new,1900.0,1,0,0,0,0,1,74,28.3867,76.9485
m3m heights,flat,sector 65,2.79,14168.0,3,3,3,12.0,new property,1969.23,0,0,0,0,0,0,15,28.403,77.069
vipul tatvam villa,house,sector 48,7.25,22377.0,4,4,3,2.0,relatively new,3240.0,1,1,1,1,0,2,81,28.4177,77.0359
m3m merlin,flat,sector 67,3.4,14418.0,3,4,3,10.0,relatively new,2123.0,1,0,0,0,0,2,81,28.3859,77.0608
corona optus,flat,sector 37c,1.44,7250.0,3,3,3+,2.0,new property,2211.0,1,0,0,0,0,0,28,28.4515,76.9882
independent,house,sector 11,4.0,19753.0,5,4,1,2.0,relatively new,2025.01,0,0,0,0,0,0,0,28.4531,77.0202
m3m golfestate,flat,sector 65,5.9,17543.0,3,3,3,10.0,moderately new,3043.0,0,0,0,1,0,1,21,28.403,77.069
pareena coban residences,flat,sector 99a,1.08,6625.0,3,5,3,2.0,relatively new,1750.0,1,0,0,0,1,0,35,28.4561,76.9542
satya the hermitage,flat,sector 103,0.99,6655.0,3,4,3+,2.0,relatively new,1731.0,1,1,0,0,0,0,136,28.4949,76.9845
mapsko mount ville,flat,sector 79,1.2,8052.0,3,3,3,6.0,relatively new,1321.0,0,0,0,1,0,2,82,28.3624,76.9787
parsvnath exotica,flat,sector 53,4.8,16580.0,3,4,3+,6.0,relatively new,2500.0,1,1,0,0,1,2,136,28.4433,77.0948
emaar gurgaon greens,flat,sector 102,1.4,8484.0,3,3,3,6.0,relatively new,1300.0,1,0,0,0,0,0,38,28.475,76.9715
ansal florence super,house,sector 57,3.75,23148.0,3,4,3,2.0,moderately new,1620.01,1,0,1,1,0,2,29,28.4232,77.0752
dlf regency park,flat,sector 28,2.26,13696.0,3,3,2,2.0,old property,1700.0,1,0,0,0,0,0,120,28.4728,77.0865
emaar mgf the palm drive,flat,sector 66,2.85,14615.0,3,3,3,10.0,relatively new,1950.05,0,0,0,1,0,2,59,28.3925,77.0541
ireo skyon,flat,sector 60,3.75,13392.0,4,5,3,8.0,relatively new,2534.0,1,0,0,0,0,0,129,28.4003,77.0975
shree vardhman flora,flat,sector 90,0.8,5925.0,2,3,2,2.0,relatively new,1350.0,0,0,0,0,0,0,60,28.4085,76.9369
.,flat,gwal pahari,7.0,11000.0,4,4,3+,6.0,relatively new,5430.0,1,0,0,0,0,0,35,28.4484,77.021
m3m golfestate,flat,sector 65,6.15,18287.0,3,3,3,10.0,moderately new,3027.0,1,0,0,1,0,2,45,28.403,77.069
signature global city 37d ph 2,flat,sector 37d,1.1,8148.0,3,3,1,2.0,relatively new,1500.0,0,1,0,0,0,0,22,28.4478,76.9703
paras dews,flat,sector 106,1.15,7419.0,3,3,3,8.0,relatively new,1650.0,1,1,0,0,0,2,136,28.5007,77.0003
rof ananda,flat,sector 95,0.36,5658.0,2,2,2,6.0,new property,717.0,0,0,0,1,0,0,58,28.4172,76.9081
dlf regal gardens,flat,sector 90,1.78,8040.0,4,4,3+,12.0,relatively new,2005.0,0,0,0,0,0,0,53,28.4085,76.9369
unitech uniworld city,flat,sector 30,3.55,14991.0,3,5,3+,10.0,old property,2367.0,1,0,0,0,0,2,103,28.4604,77.0579
the close north,flat,sector 50,2.51,11992.0,3,3,3,8.0,moderately new,2093.06,0,1,1,0,0,2,80,28.4178,77.0628
independent,house,sector 6,1.25,11574.0,2,5,1,2.0,new property,120.0,0,1,0,0,0,0,0,28.4745,77.0262
dlf royalton tower,flat,sector 43,6.5,20687.0,4,4,3+,10.0,moderately new,2712.0,1,0,0,0,0,0,7,28.4629,77.0772
unitech the residences,flat,sector 33,1.1,9909.0,2,2,3,2.0,moderately new,1100.0,0,0,0,0,0,2,35,28.442,77.0207
independent,house,sector 12,1.7,8000.0,5,5,3,3.0,moderately new,2000.0,0,1,0,0,1,0,0,28.4723,77.032
green campus chs,flat,manesar,0.92,4022.0,3,3,3+,6.0,moderately new,1924.0,1,0,0,0,0,0,0,28.3515,76.9428
vatika xpressions,flat,sector 88b,1.1,8148.0,2,4,3+,2.0,under construction,1350.0,0,0,0,1,0,0,45,28.4446,76.9542
independent,house,sector 7,2.25,15625.0,3,3,2,2.0,old property,1440.0,0,0,0,0,0,2,22,28.4644,77.0143
ats triumph,flat,sector 104,1.75,7641.0,3,4,3+,6.0,relatively new,2072.0,1,0,0,0,0,0,81,28.4788,76.996
tulip violet,flat,sector 69,1.19,8814.0,2,3,1,2.0,relatively new,1500.0,0,0,0,1,0,0,136,28.3966,77.0341
ss the leaf,flat,sector 85,2.15,7645.0,4,5,3+,8.0,relatively new,2545.0,1,0,0,0,0,0,136,28.4042,76.9513
shapoorji pallonji joyville gurugram,flat,sector 102,1.9,10259.0,3,3,3+,6.0,new property,1700.0,0,1,0,0,0,0,136,28.475,76.9715
shree vardhman flora,flat,sector 90,0.86,6254.0,3,4,3,8.0,relatively new,1525.0,1,0,0,0,0,2,76,28.4085,76.9369
mapsko mount ville,flat,sector 79,1.3,8024.0,3,3,3+,4.0,relatively new,1213.0,0,0,0,0,0,2,111,28.3624,76.9787
independent,house,sector 17,9.5,23457.0,8,8,3,3.0,relatively new,4049.96,0,0,0,1,0,2,27,28.4791,77.0608
signature global synera,flat,sector 81,0.31,7434.0,1,1,1,4.0,relatively new,366.0,0,0,0,0,0,1,107,28.3867,76.9485
guru gram haryana cghs,flat,sector 56,1.39,8424.0,3,2,3,6.0,old property,1750.0,1,1,0,0,0,2,76,28.4245,77.0991
ss the leaf,flat,sector 85,2.0,11869.0,3,4,3,8.0,relatively new,2026.0,1,0,0,0,0,0,127,28.4042,76.9513
rof ananda,flat,sector 95,0.38,6919.0,2,2,1,10.0,new property,610.0,0,0,0,0,0,0,0,28.4172,76.9081
pioneer araya,flat,sector 62,9.95,20995.0,4,6,3,12.0,relatively new,3933.0,1,1,0,0,0,2,105,28.4139,77.0886
conscient heritage max,flat,sector 102,2.2,10237.0,3,4,3+,10.0,moderately new,1945.0,1,0,0,1,0,0,96,28.475,76.9715
smriti apartment,flat,sector 56,0.45,7500.0,1,1,2,6.0,old property,543.0,0,0,0,0,0,0,45,28.4245,77.0991
dlf city plots,house,sector 26,13.5,29880.0,5,5,2,2.0,moderately new,4518.0,1,0,0,1,1,2,90,28.4757,77.1032
ss the leaf,flat,sector 85,1.1,9565.0,2,2,3,2.0,relatively new,1600.0,0,1,0,0,0,0,112,28.4042,76.9513
sare crescent parc,flat,sector 92,0.82,5384.0,3,3,3+,12.0,relatively new,1523.0,0,0,0,0,0,0,0,28.4079,76.9153
independent,house,sector 67,3.0,11904.0,4,4,0,3.0,relatively new,2800.0,0,0,0,0,0,0,0,28.3859,77.0608
imperia the esfera,flat,sector 37c,0.9,6272.0,3,3,3,14.0,relatively new,1435.0,0,0,0,0,0,0,66,28.4515,76.9882
green court,flat,sector 90,0.5,8333.0,2,2,1,6.0,new property,650.0,0,0,0,0,0,0,28,28.4085,76.9369
emaar gurgaon greens,flat,sector 102,1.52,9212.0,3,3,3,6.0,relatively new,1315.0,1,0,0,0,0,2,108,28.475,76.9715
tarc maceo,flat,sector 91,1.8,7758.0,3,3,3+,6.0,relatively new,2578.0,0,1,0,0,0,1,37,28.4014,76.9225
whiteland the aspen,flat,sector 76,3.35,17615.0,3,4,3+,10.0,relatively new,2111.0,1,0,0,0,0,1,129,28.3935,76.9888
vatika gurgaon,flat,sector 83,1.4,7179.0,4,4,3,8.0,relatively new,2167.0,1,0,0,0,0,0,21,28.3986,76.9647
m3m golfestate,flat,sector 65,5.0,16666.0,3,3,3,2.0,relatively new,3245.0,1,0,0,0,0,2,136,28.403,77.069
dlf city plots phase 2,house,sector 25,15.5,34307.0,5,6,3+,3.0,moderately new,4518.0,1,1,1,1,0,0,106,28.4844,77.086
smart world gems,flat,sector 89,0.9,8159.0,2,2,2,2.0,new property,998.0,0,0,0,1,1,0,66,28.4253,76.9439
godrej oasis,flat,sector 88a,1.45,8082.0,3,3,3,12.0,relatively new,1993.0,0,0,0,0,0,0,35,28.4347,76.9557
bptp freedom park life,flat,sector 57,2.5,11111.0,3,3,3,8.0,moderately new,2036.0,0,0,0,0,0,0,47,28.4232,77.0752
smart world orchard,flat,sector 61,2.2,13496.0,3,3,2,2.0,relatively new,1811.0,0,0,0,0,0,0,8,28.405,77.0963
smart world orchard,flat,sector 61,1.9,22700.0,3,3,3,10.0,new property,1137.0,0,0,0,0,0,0,21,28.405,77.0963
naman residency,house,sector 4,0.5,11111.0,2,2,2,2.0,new property,450.0,1,1,0,1,1,0,14,28.4738,77.0107
sare homes,flat,sector 92,0.8,4694.0,4,4,3,12.0,moderately new,1893.0,0,0,0,0,0,0,64,28.4079,76.9153
cghs hewo apartments,flat,sector 31,1.25,11574.0,2,2,2,2.0,old property,1200.0,0,0,0,0,0,0,28,28.4528,77.0498
shapoorji pallonji joyville gurugram,flat,sector 102,1.1,12181.0,2,2,1,6.0,relatively new,817.0,0,0,0,0,0,0,83,28.475,76.9715
the close north,flat,sector 50,2.65,11276.0,3,3,3+,10.0,moderately new,2491.0,1,0,0,0,0,0,136,28.4178,77.0628
sushant lok 1 builder floors,flat,sector 43,2.5,12920.0,3,3,2,2.0,new property,195.0,0,0,0,0,0,0,0,28.4629,77.0772
shapoorji pallonji joyville gurugram,flat,sector 102,1.75,9449.0,3,3,3,6.0,relatively new,1465.0,1,1,0,1,1,0,35,28.475,76.9715
palam vihar extension west zone rwa,flat,sector 2,0.2,4000.0,1,1,1,2.0,moderately new,556.0,0,0,0,0,1,0,0,28.5095,77.032
raheja navodaya,flat,sector 92,1.1,4681.0,3,2,3,10.0,relatively new,2350.0,0,0,0,0,0,0,0,28.4079,76.9153
pyramid elite,flat,sector 86,0.45,7739.0,2,2,1,8.0,relatively new,646.0,0,0,0,0,0,0,49,28.3986,76.9384
mapsko casa bella,flat,sector 82,1.25,6377.0,3,4,3+,8.0,under construction,1774.0,0,0,0,0,0,0,54,28.3935,76.96
unitech deerwood chase,house,sector 50,8.45,26153.0,3,3,2,2.0,old property,3231.0,1,0,0,1,0,2,73,28.4178,77.0628
independent,house,sector 14,4.15,18444.0,5,4,2,2.0,old property,2250.0,0,0,0,0,0,2,37,28.4711,77.0454
sare green parc phase 3,flat,sector 92,1.1,6875.0,4,3,2,12.0,new property,1778.0,0,0,0,0,0,0,15,28.4079,76.9153
orris carnation residency,flat,sector 85,0.55,5788.0,2,2,2,2.0,relatively new,1050.0,0,0,0,0,1,0,136,28.4042,76.9513
emaar gurgaon greens,flat,sector 102,1.45,14179.0,3,3,3,4.0,relatively new,1315.0,1,0,0,0,0,0,127,28.475,76.9715
sbtl caladium,flat,sector 109,1.9,6219.0,4,4,3,8.0,relatively new,2765.0,1,0,0,0,0,0,113,28.5073,77.0089
emaar mgf emerald floors premier,flat,sector 65,2.9,14683.0,4,4,No,4.0,relatively new,2194.0,0,0,1,0,0,0,37,28.403,77.069
satya the hermitage,house,sector 103,4.35,13501.0,4,4,3+,2.0,relatively new,3222.0,1,1,1,1,0,0,107,28.4949,76.9845
m3m capital,flat,sector 113,2.0,12012.0,3,3,2,12.0,under construction,1507.0,0,0,0,0,0,0,39,28.5287,77.0233
independent,house,sector 55,3.1,20026.0,5,4,3+,2.0,moderately new,1547.99,1,0,1,0,0,2,52,28.4281,77.11
tulip violet,flat,sector 69,1.43,8886.0,3,3,2,8.0,relatively new,1455.0,0,1,0,0,0,0,73,28.3966,77.0341
independent,house,sector 3,0.8,8155.0,2,4,1,2.0,moderately new,981.0,0,0,0,0,0,0,0,28.4909,77.0176
independent,house,sector 14,5.5,16975.0,5,4,2,2.0,old property,3240.06,0,0,0,1,0,0,27,28.4711,77.0454
bptp terra,flat,sector 37d,1.49,8105.0,3,3,3,6.0,relatively new,1707.0,0,0,0,0,1,0,35,28.4478,76.9703
birla navya,flat,sector 63a,2.2,17488.0,2,3,3+,6.0,relatively new,997.0,0,0,0,0,0,0,43,28.3923,77.0888
independent,house,sector 43,3.35,26973.0,1,1,0,1.0,old property,1241.98,0,0,0,0,0,0,0,28.4629,77.0772
signature global city,flat,sector 37d,1.1,8800.0,3,3,3,8.0,relatively new,1389.0,0,0,0,0,0,0,8,28.4478,76.9703
green court,flat,sector 90,0.4,6389.0,2,2,1,6.0,new property,575.0,0,0,0,0,0,0,15,28.4085,76.9369
eldeco mansionz,house,sector 48,4.75,20299.0,7,7,3,2.0,moderately new,2340.0,0,0,0,1,0,2,28,28.4177,77.0359
ss the leaf,flat,sector 85,2.7,7754.0,4,4,3+,10.0,new property,3151.0,0,0,0,0,0,0,21,28.4042,76.9513
bestech park view ananda,flat,sector 81,0.95,6985.0,2,2,2,8.0,relatively new,1150.0,0,0,0,0,0,2,129,28.3867,76.9485
godrej aria,flat,sector 79,1.3,9622.0,2,4,2,2.0,relatively new,1223.0,0,0,0,0,0,0,45,28.3624,76.9787
experion the heartsong,flat,sector 108,1.68,8387.0,3,3,3+,10.0,relatively new,1338.29,1,0,0,1,0,2,64,28.5134,76.983
signature global city,flat,sector 37d,1.25,6082.0,3,3,3,6.0,relatively new,2283.0,0,0,0,0,0,0,8,28.4478,76.9703
indiabulls centrum park,flat,sector 103,1.15,8679.0,2,2,3,8.0,relatively new,1080.0,0,0,0,1,0,2,136,28.4949,76.9845
dlf the primus,flat,sector 82a,2.2,10516.0,3,3,3+,8.0,relatively new,1893.0,1,0,0,0,0,1,136,28.3858,76.9686
sare crescent parc,flat,sector 92,0.5,5000.0,2,2,2,2.0,relatively new,905.0,0,0,0,0,1,0,59,28.4079,76.9153
independent,house,sector 4,1.9,8444.0,4,3,2,2.0,moderately new,211.0,0,1,1,0,0,2,46,28.4738,77.0107
raj villas,house,sector 52,8.0,25543.0,6,5,3+,4.0,relatively new,3131.97,0,0,0,0,0,0,0,28.4379,77.0785
vatika independent floors,flat,sector 82,0.67,5826.0,2,2,3,2.0,moderately new,1150.0,0,0,0,0,0,0,45,28.3935,76.96
orchid petals,flat,sector 49,4.16,11700.0,5,4,3+,10.0,relatively new,3219.0,1,0,0,1,0,0,35,28.4121,77.048
tulip violet,flat,sector 69,1.92,15360.0,4,4,2,8.0,relatively new,1389.0,0,0,0,0,0,0,136,28.3966,77.0341
conscient habitat,flat,sector 99a,0.27,5599.0,2,2,1,4.0,relatively new,538.0,0,0,0,0,1,0,35,28.4561,76.9542
signature global park 4,flat,sector 36,0.82,7585.0,3,2,2,2.0,new property,850.0,0,0,0,0,0,0,8,28.416,76.9914
spaze privy at,flat,sector 84,1.35,9642.0,3,3,3,8.0,relatively new,1750.0,0,1,0,0,0,0,82,28.3979,76.9736
signature global solera,flat,sector 107,0.6,8000.0,3,2,2,4.0,relatively new,750.0,0,0,0,0,0,0,43,28.5052,76.9729
unitech aspen greens,house,sector 50,6.95,32176.0,3,3,1,2.0,moderately new,2160.0,1,0,0,0,0,0,122,28.4178,77.0628
emaar mgf the palm drive,flat,sector 66,2.99,14950.0,3,3,3,10.0,relatively new,2000.0,1,0,0,0,0,2,35,28.3925,77.0541
vatika city,flat,sector 49,1.85,10578.0,3,3,1,10.0,moderately new,1471.12,0,1,1,0,0,0,120,28.4121,77.048
mapsko casa bella,flat,sector 82,0.86,8120.0,3,3,3,4.0,moderately new,1234.0,0,0,0,1,0,2,98,28.3935,76.96
independent,house,sector 50,7.0,23333.0,4,4,2,3.0,old property,3400.0,1,0,0,0,0,0,87,28.4178,77.0628
dlf the primus,flat,sector 82a,1.87,10394.0,3,3,3,6.0,moderately new,1668.0,0,1,0,0,0,0,30,28.3858,76.9686
ss the leaf,flat,sector 85,2.0,6578.0,4,5,3+,8.0,relatively new,2545.0,1,0,1,0,0,0,77,28.4042,76.9513
kothi,house,sector 17b,6.95,15444.0,4,4,3+,2.0,old property,3500.0,1,1,1,1,0,0,28,28.4806,77.0663
unitech deerwood chase,house,sector 50,15.0,33333.0,4,4,2,2.0,moderately new,4500.0,1,0,0,0,0,0,122,28.4178,77.0628
emaar the palm drive,flat,sector 66,3.9,18636.0,3,4,3,2.0,relatively new,2200.0,0,0,0,0,0,0,0,28.3925,77.0541
dlf the skycourt,flat,sector 86,1.58,8190.0,3,3,1,10.0,relatively new,1750.0,0,1,0,0,0,2,114,28.3986,76.9384
godrej icon,flat,sector 88a,1.75,14894.0,3,3,3+,10.0,new property,1306.0,0,0,0,0,0,0,55,28.4347,76.9557
anshul,house,sector 6,0.85,7727.0,2,2,0,4.0,relatively new,1222.0,0,0,0,0,0,0,0,28.4745,77.0262
bptp terra,flat,sector 37d,1.98,9036.0,3,3,3+,12.0,new property,1983.0,0,0,0,1,0,2,35,28.4478,76.9703
dlf the belaire,flat,sector 54,7.0,23333.0,4,6,3+,12.0,moderately new,2715.0,1,1,1,0,0,2,79,28.4348,77.1089
orchid petals,flat,sector 49,4.21,11835.0,5,6,3+,10.0,relatively new,3219.0,1,1,0,0,0,0,35,28.4121,77.048
conscient heritage max,flat,sector 102,1.75,9011.0,3,4,3+,6.0,relatively new,1757.0,1,0,0,0,0,2,65,28.475,76.9715
tata primanti,flat,sector 72,3.5,11428.0,4,5,3+,8.0,relatively new,2625.0,1,0,0,0,1,0,23,28.4225,77.0211
independent,house,sector 26,8.9,32963.0,4,4,3+,2.0,old property,2700.0,1,1,1,1,0,0,60,28.4757,77.1032
dlf city phase 1,house,sector 26,3.25,3681.0,3,3,3,2.0,old property,8829.09,0,0,0,1,0,0,65,28.4757,77.1032
sare crescent parc royal greens phase 1,house,sector 92,0.85,4877.0,4,4,3,4.0,relatively new,1743.0,0,0,0,0,0,0,0,28.4079,76.9153
vatika independent floors,flat,sector 82,1.16,6987.0,3,3,3+,10.0,relatively new,1844.0,1,1,1,0,0,2,113,28.3935,76.96
ats kocoon,flat,sector 109,1.68,9627.0,3,3,3,8.0,relatively new,1579.0,0,0,0,0,0,0,104,28.5073,77.0089
conscient heritage max,flat,sector 102,1.78,9218.0,3,4,3+,10.0,moderately new,1748.0,1,0,0,0,0,0,96,28.475,76.9715
shree vardhman flora,flat,sector 90,1.0,5128.0,3,4,3,8.0,new property,1765.0,1,0,0,0,0,0,66,28.4085,76.9369
elevate,flat,sector 50,6.75,19882.0,4,4,No,10.0,relatively new,3395.0,0,0,0,0,0,0,0,28.4178,77.0628
bestech park view grand spa,flat,sector 81,2.3,8646.0,3,4,3+,4.0,relatively new,2280.0,1,0,0,0,0,2,35,28.3867,76.9485
ss,flat,sector 85,2.17,7716.0,4,4,3,8.0,relatively new,2600.0,1,1,0,1,0,0,35,28.4042,76.9513
vatika sovereign park,flat,sector 99,2.45,8812.0,3,4,3,10.0,new property,2516.0,1,0,0,0,0,2,136,28.464,76.9614
emaar palm gardens,flat,sector 83,1.8,9473.0,3,3,3+,10.0,relatively new,1719.0,0,0,0,0,0,0,55,28.3986,76.9647
smart world gems,flat,sector 89,0.9,8159.0,2,2,2,2.0,new property,998.0,0,0,0,1,1,0,29,28.4253,76.9439
tata primanti,house,sector 72,8.5,13492.0,5,6,3+,10.0,relatively new,6300.0,1,1,1,1,0,2,107,28.4225,77.0211
experion the heartsong,flat,sector 108,2.0,7196.0,4,4,3+,10.0,relatively new,2500.0,1,1,0,0,0,2,136,28.5134,76.983
raheja vedaanta,flat,sector 108,1.25,5681.0,3,2,No,4.0,relatively new,1991.0,0,0,0,0,0,2,52,28.5134,76.983
godrej nature plus,flat,sector 33,1.55,9955.0,3,2,3+,8.0,new property,1730.0,0,0,0,0,0,0,29,28.442,77.0207
ansal housing highland park,flat,sector 103,1.1,6242.0,3,3,3+,6.0,new property,1500.0,0,0,0,0,0,0,65,28.4949,76.9845
kiran residency,flat,sector 56,1.5,7500.0,3,3,3+,8.0,relatively new,1900.0,1,0,0,0,0,2,105,28.4245,77.0991
ansal heights,flat,sector 92,0.6,4546.0,2,2,3,8.0,under construction,1195.0,0,0,0,0,1,0,15,28.4079,76.9153
rof ananda,flat,sector 95,0.46,6318.0,2,2,2,4.0,new property,809.0,0,0,0,1,0,0,60,28.4172,76.9081
m3m woodshire,flat,sector 107,1.3,8922.0,3,3,3+,6.0,relatively new,1554.0,0,1,0,0,0,2,136,28.5052,76.9729
independent,house,sector 9,1.1,6111.0,4,3,1,2.0,old property,200.0,0,0,0,0,0,0,0,28.4603,77.0
bestech park view city,flat,sector 48,1.78,10022.0,3,4,2,6.0,relatively new,1526.0,0,1,0,1,0,0,45,28.4177,77.0359
ansal api spanish court,house,sector 2,2.9,18626.0,4,4,3,2.0,relatively new,1556.96,0,0,1,0,0,2,44,28.5095,77.032
m3m sierra 68,flat,sector 68,1.13,9076.0,2,2,3,8.0,relatively new,1130.0,0,0,0,0,0,2,120,28.3853,77.0484
emaar gurgaon greens,flat,sector 102,1.35,8181.0,3,3,3,6.0,relatively new,1315.0,1,0,0,0,0,0,92,28.475,76.9715
shapoorji pallonji joyville gurugram,flat,sector 102,2.04,14068.0,3,3,3+,6.0,relatively new,1644.0,0,0,0,0,0,0,52,28.475,76.9715
supertech hues,flat,sector 68,0.93,8611.0,2,2,2,2.0,relatively new,1200.0,0,0,0,0,0,0,0,28.3853,77.0484
sare homes,flat,sector 92,1.19,5219.0,4,3,3,6.0,relatively new,2533.0,1,0,0,0,0,0,71,28.4079,76.9153
signature global city 81,flat,sector 81,0.82,8639.0,2,2,3,2.0,relatively new,955.0,0,0,0,0,0,0,53,28.3867,76.9485
shree vardhman victoria,flat,sector 70,1.8,9230.0,3,4,3,2.0,new property,1527.0,1,0,0,0,1,0,40,28.3968,77.0233
independent,house,sector 23,1.2,6230.0,3,2,2,3.0,new property,1500.0,0,0,0,0,0,2,65,28.5121,77.0478
independent,house,sector 40,5.0,21124.0,9,9,3+,3.0,relatively new,2367.0,0,1,0,0,0,2,45,28.4498,77.0567
hero homes,flat,sector 104,1.4,15826.0,3,2,2,8.0,relatively new,1120.0,0,0,0,0,0,0,35,28.4788,76.996
corona optus,flat,sector 37c,1.44,7236.0,3,3,3+,2.0,relatively new,1789.0,1,0,0,1,1,0,35,28.4515,76.9882
smart world orchard,flat,sector 61,1.41,12250.0,2,2,2,2.0,relatively new,1150.0,0,0,0,1,0,0,59,28.405,77.0963
independent,house,sector 43,8.25,30556.0,5,6,3+,3.0,moderately new,2700.0,1,1,1,1,0,2,50,28.4629,77.0772
la vida by tata housing,flat,sector 113,1.93,12222.0,3,3,2,10.0,under construction,1429.0,0,0,0,0,0,0,71,28.5287,77.0233
shree vardhman flora,flat,sector 90,0.75,5769.0,2,2,3,6.0,relatively new,1444.0,0,0,0,0,0,0,60,28.4085,76.9369
experion windchants,flat,sector 112,2.6,10651.0,2,2,3,4.0,relatively new,2441.09,0,0,0,0,0,0,130,28.5189,77.0183
the nav manesar apartment,flat,sector 1,0.85,3953.0,3,3,3+,10.0,moderately new,1946.0,1,0,0,0,0,0,0,28.3663,76.9456
pareena mi casa,flat,sector 68,0.92,7389.0,2,2,3,8.0,under construction,1127.0,0,0,0,0,1,0,30,28.3853,77.0484
