Unnamed: 0,society,property_type,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,pooja room,store room,study room,others,Washing Machine,Sofa,Wardrobe,Microwave,Chimney,Geyser,AC,Dining Table,Fan,Exhaust Fan,Curtains,Modular Kitchen,Bed,Fridge,Light,TV,Stove,Water Purifier,Cluster_Labels,luxury_score,area_room_ratio
2070,global hill view,flat,sector 11,0.33,4271.0,772.6527745258721,Built Up area: 761 (70.7 sq.m.),2,2,No,,,Undefined,,761.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.32638726293607
2071,zara aavaas,flat,sector 104,0.2,6645.0,300.97817908201654,Built Up area: 301 (27.96 sq.m.),1,1,1,,North-East,Undefined,,301.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,300.97817908201654
2072,chintamani,flat,sector 103,1.57,8509.0,1845.105182747679,Built Up area: 1845 (171.41 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,,North-East,Undefined,,1845.0,1350.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,615.035060915893
2073,signature global city,flat,sector 37d,0.8,8421.0,950.0059375371096,Super Built up area 950(88.26 sq.m.),2,2,2,2.0,,Undefined,950.0,,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,28,475.0029687685548
2074,signature global city 37d ph 2,flat,sector 37d,1.35,9375.0,1440.0,Carpet area: 1440 (133.78 sq.m.),3,3,3+,,,Undefined,,,1440.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,480.0
2075,tulip violet,flat,sector 69,2.0,10167.0,1967.148618078096,Carpet area: 1967 (182.74 sq.m.),4,4,1,12.0,,relatively new,,,1967.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,491.787154519524
2076,signature global park,flat,sohna road,0.87,7190.0,1210.0139082058415,Built Up area: 1210 (112.41 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),3,2,3,,,Undefined,,1210.0,870.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,403.3379694019472
2077,eldeco accolade,flat,sohna road,0.78,6170.0,1264.1815235008105,Super Built up area 1264(117.43 sq.m.),2,2,2,,,relatively new,1264.0,,,0,0,0,0,0,0,0,2,0,1,1,0,0,3,1,0,0,0,0,7,0,0,0,0,52,632.0907617504052
2078,chd avenue,flat,sector 71,0.95,7929.0,1198.1334342287803,Super Built up area 1198(111.3 sq.m.),2,2,2,,South,moderately new,1198.0,,,0,0,0,0,0,0,0,2,0,1,2,1,0,4,1,0,1,0,0,1,0,0,0,1,113,599.0667171143901
2079,raheja navodaya,flat,sector 92,1.1,4681.0,2349.925229651784,Built Up area: 2350 (218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,2,3,,East,Undefined,,2350.0,1850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,783.308409883928
2080,birla navya,flat,sector 63a,3.3,15348.0,2150.117279124316,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,,West,Undefined,2150.0,,1200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,39,716.7057597081053
2081,housing board colony,flat,sector 51,0.3,4630.0,648.0103681658907,Carpet area: 72 (6.69 sq.m.),1,1,No,,,moderately new,,,72.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,648.0103681658907
2082,central park flower valley aqua front towers,flat,sector 33,2.96,13870.0,2134.1023792357605,Carpet area: 2134 (198.26 sq.m.),4,4,3,,,new property,,,2134.0,1,0,0,0,0,0,0,4,0,1,4,5,0,5,1,0,1,0,0,10,0,0,0,1,16,533.5255948089401
2083,sare green parc phase 3,flat,sector 92,0.79,6086.0,1298.061123890897,Super Built up area 1298(120.59 sq.m.),3,2,2,,North,new property,1298.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,432.6870412969657
2084,sare crescent parc royal greens phase 1,flat,sector 92,0.79,6086.0,1298.061123890897,Super Built up area 1298(120.59 sq.m.),3,2,2,,,new property,1298.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,432.6870412969657
2085,godrej nature plus,flat,sector 33,1.7,12592.0,1350.0635324015248,Carpet area: 1350 (125.42 sq.m.),3,3,3+,,,new property,,,1350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,450.02117746717494
2086,godrej oasis,flat,sector 88a,1.4,7567.0,1850.1387604070303,Super Built up area 1850(171.87 sq.m.),3,3,3+,,East,relatively new,1850.0,,,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,30,616.7129201356768
2087,sare homes,flat,sector 92,0.58,4098.0,1415.3245485602731,Super Built up area 1415(131.46 sq.m.),3,3,3,,North-East,new property,1415.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,471.77484952009104
2088,bestech altura,flat,sector 79,2.55,9532.0,2675.199328577424,Built Up area: 2675 (248.52 sq.m.),4,5,2,,East,new property,,2675.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,668.799832144356
2089,hero homes,flat,sector 104,1.9,11249.0,1689.0390256911726,Super Built up area 1689(156.91 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,3,3,,,Undefined,1689.0,,1082.0,0,1,0,0,0,0,0,0,0,1,3,5,0,0,1,0,1,0,0,0,0,0,1,1,74,563.0130085637242
2090,m3m sierra 68,flat,sector 68,1.25,10245.0,1220.1073694485117,Super Built up area 1220(113.34 sq.m.)Carpet area: 694 sq.ft. (64.47 sq.m.),2,2,3,,,new property,1220.0,,694.0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,0,9,0,0,0,0,35,610.0536847242558
2091,indiabulls centrum park,flat,sector 103,1.65,8250.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,,,relatively new,2000.0,,1400.0,0,0,0,1,0,0,0,4,0,0,0,3,0,4,0,0,1,1,0,8,0,0,0,0,30,666.6666666666666
2092,sare green parc 2,flat,sector 92,0.75,4745.0,1580.6111696522655,Super Built up area 1454(135.08 sq.m.)Built Up area: 1415 sq.ft. (131.46 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,2.0,East,relatively new,1454.0,1415.0,1350.0,0,0,0,0,1,0,0,3,0,0,0,0,0,6,1,0,1,0,0,8,0,0,0,1,35,526.8703898840885
2093,dlf express greens,flat,manesar,1.6,6808.0,2350.176263219741,Carpet area: 2350 (218.32 sq.m.),4,6,3+,,North-East,relatively new,,,2350.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,587.5440658049353
2094,m3m woodshire,flat,sector 107,1.15,7496.0,1534.1515474919956,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,,North-East,relatively new,1534.0,,1056.0,0,0,0,1,0,0,0,0,0,0,1,4,0,5,0,0,1,0,0,5,0,0,0,0,29,767.0757737459978
2095,hero homes,flat,sector 104,1.4,15826.0,884.6202451661823,Super Built up area 1389(129.04 sq.m.)Carpet area: 884.58 sq.ft. (82.18 sq.m.),3,2,2,,North,Undefined,1389.0,,884.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,294.8734150553941
2096,vipul lavanya,flat,sector 81,1.28,7174.0,1784.2207973236689,Carpet area: 1784 (165.74 sq.m.),3,3,3,,North-East,moderately new,,,1784.0,1,1,0,0,0,0,0,3,0,1,2,0,0,7,1,1,1,1,0,12,0,0,0,1,35,594.7402657745563
2097,signature global park,flat,sohna road,0.75,6938.0,1081.0031709426348,Carpet area: 1081 (100.43 sq.m.),3,2,3+,,East,new property,,,1081.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,360.3343903142116
2098,suncity vatsal valley,flat,gwal pahari,1.0,13340.0,749.6251874062968,Carpet area: 750 (69.68 sq.m.),2,2,2,,,new property,,,750.0,0,0,0,0,0,0,0,2,0,1,2,3,0,3,0,0,1,0,0,10,0,1,0,1,8,374.8125937031484
2099,signature global superbia,flat,sector 95,0.4,6728.0,594.5303210463734,Carpet area: 594.52 (55.23 sq.m.),2,2,3,2.0,,Undefined,,,594.490197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.2651605231867
2100,shree vardhman victoria,flat,sector 70,1.75,8974.0,1950.0780031201248,Built Up area: 1950 (181.16 sq.m.),3,4,2,,,relatively new,,1950.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,650.0260010400416
2101,m3m heights,flat,sector 65,2.1,16653.0,1261.034047919294,Super Built up area 1261(117.15 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,3,,,new property,1261.0,,800.0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,0,0,0,0,0,6,0,0,0,0,23,630.517023959647
2102,smart world orchard,flat,sector 61,2.5,16139.0,1549.042691616581,Built Up area: 1549 (143.91 sq.m.),3,3,1,,East,Undefined,,1549.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,516.3475638721936
2103,karmyogi apartment,flat,sector 10a,2.3,6467.0,3556.517705272924,Carpet area: 3556 (330.36 sq.m.),6,4,2,,,moderately new,,,3556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,592.7529508788207
2104,emaar palm gardens,flat,sector 83,1.8,9474.0,1899.936668777708,Built Up area: 1900 (176.52 sq.m.),3,4,No,,,Undefined,,1900.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,55,633.3122229259027
2105,smart world orchard,flat,sector 61,2.0,12911.0,1549.066687320889,Carpet area: 1549 (143.91 sq.m.),3,3,2,,,new property,,,1549.0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,52,516.3555624402964
2106,supertech araville,flat,sector 79,1.0,6535.0,1530.221882172915,Carpet area: 1530 (142.14 sq.m.),2,2,3,,,relatively new,,,1530.0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15,765.1109410864575
2107,orris aster court,flat,sector 85,0.9,5671.0,1587.0216892964204,Super Built up area 1587(147.44 sq.m.),3,3,3,,North-East,relatively new,1587.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,529.0072297654734
2108,dlf beverly park,flat,sector 25,8.0,15384.0,5200.208008320333,Carpet area: 5200 (483.1 sq.m.),5,5,3+,2.0,North-East,old property,,,5200.0,1,1,0,1,1,1,1,7,1,1,5,8,1,9,1,5,1,0,1,21,4,1,1,2,21,1040.0416016640665
2109,aipl club residences,flat,sector 70a,0.95,10215.0,930.004894762604,Built Up area: 930 (86.4 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,1,,North-East,new property,,930.0,730.0,0,0,0,0,0,0,0,11,0,1,1,3,0,1,1,1,1,0,0,1,0,0,0,1,74,465.002447381302
2110,surya vihar rwa,flat,sector 21,1.3,6500.0,2000.0,Built Up area: 2400 (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),5,5,2,2.0,South-East,old property,,2400.0,2200.0,1,0,1,1,0,0,0,0,0,1,0,2,0,5,1,0,1,0,0,10,0,0,1,1,24,400.0
2111,m3m golf hills,flat,sector 79,1.45,10211.0,1420.037214768387,Carpet area: 1420 (131.92 sq.m.),2,2,3,,,Undefined,,,1420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,710.0186073841935
2112,elevate,flat,sector 50,6.75,19882.0,3395.0306810180064,Built Up area: 3395 (315.41 sq.m.),4,4,No,,,Undefined,,3395.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,848.7576702545016
2113,signature global city,flat,sector 37d,1.25,6082.0,2055.244985202236,Carpet area: 2055 (190.92 sq.m.),3,3,3,,,Undefined,,,2055.0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,8,685.0816617340787
2114,adani brahma samsara vilasa,flat,sector 63,4.49,14254.0,3149.9929844254243,Carpet area: 350 (292.64 sq.m.),4,4,3+,,North,new property,,,350.0,0,0,0,0,0,0,0,4,0,1,4,4,0,4,1,0,1,0,0,6,0,0,0,1,79,787.4982461063561
2115,dlf the grove,flat,sector 43,6.0,25000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),4,4,2,,South-West,Undefined,,,2400.0,1,0,0,0,0,0,0,4,0,1,5,5,0,6,1,0,1,0,0,10,0,0,0,1,35,600.0
2116,suncity vatsal valley,flat,gwal pahari,1.53,10699.0,1430.0401906720251,Carpet area: 1430 (132.85 sq.m.),3,3,3,2.0,North-East,new property,,,1430.0,0,0,0,0,0,0,0,3,0,1,3,4,0,3,1,0,1,0,0,4,0,0,0,1,95,476.6800635573417
2117,sare green parc phase 3,flat,sector 92,0.7,5279.0,1326.0087137715475,Super Built up area 1326(123.19 sq.m.)Built Up area: 1325 sq.ft. (123.1 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,2,2,,,relatively new,1326.0,1325.0,1320.0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,1,0,0,0,0,5,0,0,0,0,42,442.0029045905158
2118,pivotal devaan apartments,flat,sector 84,0.39,6500.0,600.0,Super Built up area 600(55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2,2,No,,North,Undefined,600.0,,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300.0
2119,signature global park,flat,sohna road,0.56,6812.0,822.0786846741047,Carpet area: 822 (76.37 sq.m.),2,2,3,,South,new property,,,822.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,411.03934233705235
2120,conscient elevate,flat,sector 59,6.75,19882.0,3395.0306810180064,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),4,4,2,,,new property,3395.0,,1855.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,848.7576702545016
2121,signature global city 92,flat,sector 92,0.99,9074.0,1091.0293145250166,Built Up area: 1091 (101.36 sq.m.),3,2,3,,,Undefined,,1091.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,16,363.67643817500556
2122,godrej air,flat,sector 85,1.4,10000.0,1400.0,Built Up area: 1400 (130.06 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,,,Undefined,,1400.0,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,700.0
2123,pyramid urban,flat,sector 67a,0.6,8571.0,700.0350017500875,Super Built up area 700(65.03 sq.m.),2,2,2,,,new property,700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,350.01750087504377
2124,hero homes,flat,sector 104,1.35,9565.0,1411.3957135389442,Super Built up area 1359(126.26 sq.m.)Carpet area: 861.97 sq.ft. (80.08 sq.m.),3,2,2,,East,new property,1359.0,,861.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,35,470.4652378463147
2125,central park flower valley,flat,sohna road,1.2,6742.0,1779.8872738059922,Built Up area: 1780 (165.37 sq.m.),3,3,No,,,Undefined,,1780.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,593.2957579353307
2126,supertech araville,flat,sector 79,0.71,5522.0,1285.7660268018833,Built Up area: 1295 (120.31 sq.m.),2,2,No,,,under construction,,1295.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642.8830134009416
2127,apna enclave,flat,sector 3,0.58,6105.0,950.04095004095,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2,2,2,2.0,North-East,old property,950.0,900.0,744.0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,1,1,0,0,0,5,0,0,0,0,35,475.020475020475
2128,m3m soulitude,flat,sector 89,1.14,8000.0,1424.9999999999998,Carpet area: 1423 (132.2 sq.m.),3,3,2,2.0,East,Undefined,,,1423.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,474.99999999999994
2129,on request,flat,sector 103,1.69,9146.0,1847.802317953204,Super Built up area 1845(171.41 sq.m.),3,3,3+,,,relatively new,1845.0,,,0,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,0,0,10,0,0,0,0,35,615.9341059844013
2130,raheja maheshwara,flat,sohna road,0.48,4367.0,1099.1527364323333,Super Built up area 1099(102.1 sq.m.),2,2,2,,,Undefined,1099.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,549.5763682161667
2131,shapoorji pallonji joyville gurugram,flat,sector 102,1.99,20664.0,963.0274874177312,Super Built up area 1349(125.33 sq.m.)Carpet area: 963 sq.ft. (89.47 sq.m.),2,2,2,,South,new property,1349.0,,963.0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,123,481.5137437088656
2132,vipul lavanya,flat,sector 81,0.75,5966.0,1257.1237009721756,Carpet area: 1257 (116.78 sq.m.),2,2,2,,,moderately new,,,1257.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,28,628.5618504860878
2133,godrej,flat,sector 79,2.5,11141.0,2243.963737546001,Built Up area: 2244 (208.47 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,,,Undefined,,2244.0,1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,747.9879125153337
2134,signature global park,flat,sohna road,0.58,7056.0,821.9954648526077,Built Up area: 822 (76.37 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,,,Undefined,,822.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,410.99773242630386
2135,ansal heights 86,flat,sector 86,0.64,4706.0,1359.9660008499789,Built Up area: 1360 (126.35 sq.m.),2,2,1,,,new property,,1360.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,679.9830004249894
2136,umang winter hills,flat,sector 77,1.2,6586.0,1822.0467658669909,Built Up area: 1822 (169.27 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,,East,Undefined,,1822.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,607.3489219556636
2137,orris aster court,flat,sector 85,0.93,5671.0,1639.9224122729677,Built Up area: 1587 (147.44 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,,,relatively new,,1587.0,1250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,546.6408040909893
2138,supertech hues,flat,sector 68,0.8,6779.0,1180.1150612184688,Built Up area: 1180 (109.63 sq.m.),2,2,3+,,,new property,,1180.0,,0,0,0,0,0,0,0,2,0,1,1,1,0,4,1,0,1,0,0,10,0,0,1,1,21,590.0575306092344
2139,signature global synera,flat,sector 81,0.31,7434.0,417.0029593758408,Super Built up area 417(38.74 sq.m.)Carpet area: 320 sq.ft. (29.73 sq.m.),1,1,1,,North,relatively new,417.0,,320.0,0,0,0,0,0,1,0,1,1,1,2,1,0,2,1,1,1,0,1,6,2,1,1,2,107,417.0029593758408
2140,"new colony, gurgaon",flat,sector 7,0.8,8100.0,987.6543209876544,Carpet area: 990 (91.97 sq.m.),3,2,1,,North-East,relatively new,,,990.0,0,0,0,0,0,0,1,3,0,1,3,3,0,0,1,0,1,1,0,18,0,0,0,1,60,329.2181069958848
2141,pyramid urban,flat,sector 67a,0.7,11844.0,591.016548463357,Carpet area: 591 (54.91 sq.m.),2,2,1,,North,new property,,,591.0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,0,0,0,4,0,0,0,0,35,295.5082742316785
2142,oriental valley chs,flat,sector 9a,1.5,8108.0,1850.02466699556,Carpet area: 1850 (171.87 sq.m.),4,3,3+,,,moderately new,,,1850.0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,0,0,0,9,0,0,0,0,21,462.50616674889
2143,avl 36 gurgaon,flat,sector 36a,0.4,10204.0,392.0031360250882,Carpet area: 392 (36.42 sq.m.),1,1,1,,West,relatively new,,,392.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,21,392.0031360250882
2144,smart world gems,flat,sector 89,1.1,9972.0,1103.088648215002,Built Up area: 1103 (102.47 sq.m.),3,1,No,,,Undefined,,1103.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,367.6962160716673
2145,signature global grand iva,flat,sector 103,0.5,6667.0,749.9625018749063,Built Up area: 750 (69.68 sq.m.)Carpet area: 605 sq.ft. (56.21 sq.m.),2,2,No,,North,Undefined,,750.0,605.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,374.9812509374531
2146,central park flower valley,flat,sector 33,1.35,10384.0,1300.0770416024654,Carpet area: 1300 (120.77 sq.m.),3,2,2,,West,new property,,,1300.0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,1,0,0,0,0,0,0,0,58,433.3590138674885
2147,orchid island,flat,sector 51,1.7,10651.0,1596.094263449441,Carpet area: 1596 (148.27 sq.m.),3,4,3,2.0,West,moderately new,,,1596.0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,0,0,0,0,74,532.0314211498137
2148,pivotal riddhi siddhi,flat,sector 99,0.72,947.0,7602.956705385428,Carpet area: 706,2,2,2,12.0,,relatively new,,,706.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3801.478352692714
2149,pivotal devaan,flat,sector 84,0.35,7246.0,483.0251173060999,Carpet area: 483 (44.87 sq.m.),2,2,2,,East,relatively new,,,483.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,241.51255865304995
2150,511 sarahah tower,flat,sector 12,0.6,8333.0,720.0288011520461,Carpet area: 720 (66.89 sq.m.),2,2,1,,,new property,,,720.0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,2,0,360.01440057602304
2151,m3m sierra 68,flat,sector 68,1.2,9000.0,1333.3333333333333,Super Built up area 1250(116.13 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,3,,North,relatively new,1250.0,,750.0,0,0,0,0,0,0,1,2,0,0,1,1,0,3,0,1,0,3,1,9,1,1,0,2,59,666.6666666666666
2152,signature global grand iva,flat,sector 103,0.5,6250.0,800.0,Super Built up area 800(74.32 sq.m.)Carpet area: 605 sq.ft. (56.21 sq.m.),2,2,2,,,relatively new,800.0,,605.0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,8,400.0
2153,kendriya vihar,flat,sector 56,0.47,7768.0,605.0463439752832,Carpet area: 605 (56.21 sq.m.),1,1,1,,,old property,,,605.0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,7,0,1,1,1,44,605.0463439752832
2154,parsvnath exotica,flat,sector 53,5.0,17241.0,2900.063801403631,Carpet area: 2900 (269.42 sq.m.),3,4,3,,,old property,,,2900.0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,16,966.6879338012103
2155,emaar mgf palm studios,flat,sector 66,1.7,13502.0,1259.0727299659309,Super Built up area 1185(110.09 sq.m.),2,2,2,,,relatively new,1185.0,,,0,0,0,0,1,0,0,0,0,0,2,4,0,3,1,1,0,0,0,0,0,0,0,0,77,629.5363649829654
2156,ild greens,flat,sector 37c,0.95,5066.0,1875.246742992499,Super Built up area 1875(174.19 sq.m.),3,3,3+,,,new property,1875.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,625.0822476641664
2157,dlf the skycourt,flat,sector 86,2.2,11500.0,1913.0434782608693,Super Built up area 1930(179.3 sq.m.),3,3,1,,,relatively new,1930.0,,,0,1,0,0,0,0,1,3,1,1,2,5,1,0,1,1,1,3,1,0,1,1,1,2,53,637.6811594202898
2158,signature global city 81,flat,sector 81,0.82,8639.0,949.1839333256164,Built Up area: 955 (88.72 sq.m.)Carpet area: 565 sq.ft. (52.49 sq.m.),2,2,3,2.0,East,Undefined,,955.0,565.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,474.5919666628082
2159,spaze privvy the address,flat,sector 93,1.25,5701.0,2192.597789861428,Built Up area: 2105 (195.56 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,4,3,,,relatively new,,2105.0,1700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,548.149447465357
2160,supertech new soft launch,flat,sector 68,0.84,7119.0,1179.9410029498524,Built Up area: 1180 (109.63 sq.m.),2,2,2,,East,Undefined,,1180.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,589.9705014749262
2161,emaar mgf emerald floors,flat,sector 65,3.2,10159.0,3149.916330347475,Built Up area: 3150 (292.64 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,3,2,,,relatively new,,3150.0,1750.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.4790825868688
2162,mapsko casa bella,flat,sector 82,1.75,6903.0,2535.1296537737217,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4,5,3+,,West,Undefined,,2535.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,633.7824134434304
2163,trisara our homes 3,flat,sohna road,0.35,5564.0,629.0438533429187,Carpet area: 629 (58.44 sq.m.),2,2,1,2.0,North,new property,,,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,314.52192667145937
